English,French,German,Arabic,Chinese
"A video shared in early 2024 showed U.S. President Joe Biden playfully ""nibbling"" on the shoulder of a child who appears to be a toddler-aged girl.",Une vidéo partagée début 2024 montre le président américain Joe Biden mordillant de manière ludique l'épaule d'une enfant qui semble être une fillette en bas âge.,"""Ein Video, das Anfang 2024 geteilt wurde, zeigte den US-Präsidenten Joe Biden, wie er spielerisch an der Schulter eines Kindes knabbert, das wie ein Kleinkind-Mädchen aussieht.""","فيديو تم تداوله في أوائل عام 2024 يظهر الرئيس الأمريكي جو بايدن وهو ""يعض"" بشكل مرح على كتف طفلة تبدو في سن الحضانة.",2024年初分享的一段视频显示，美国总统乔·拜登顽皮地“轻咬”了一名看起来像是幼儿年龄的小女孩的肩膀。
White House Press Secretary Karine Jean-Pierre announced in January 2024 that U.S. President Joe Biden had an IQ of 187.,"La porte-parole de la Maison Blanche, Karine Jean-Pierre, a annoncé en janvier 2024 que le président américain Joe Biden avait un QI de 187.","""Die Pressesprecherin des Weißen Hauses, Karine Jean-Pierre, gab im Januar 2024 bekannt, dass der US-Präsident Joe Biden einen IQ von 187 hat.""",أعلنت السكرتيرة الصحفية للبيت الأبيض كارين جان بيير في يناير 2024 أن الرئيس الأمريكي جو بايدن لديه معدل ذكاء يبلغ 187.,白宫新闻秘书卡琳·让-皮埃尔在2024年1月宣布，美国总统乔·拜登的智商为187。
"Trump is the only U.S. president in the last 72 years (since 1952) not to ""have any wars.""","« Trump est le seul président américain des 72 dernières années (depuis 1952) à ne pas ""avoir de guerres"". »","""Trump ist der einzige US-Präsident in den letzten 72 Jahren (seit 1952), der „keine Kriege geführt hat“.""","""ترامب هو الرئيس الأمريكي الوحيد في الـ 72 عامًا الماضية (منذ عام 1952) الذي لم ""يخض أي حروب"".""",特朗普是过去72年（自1952年以来）唯一一位“没有发动任何战争”的美国总统。
"In August 2007, then-U.S. Sen. Joe Biden said ""no great nation"" can have uncontrolled borders and proposed increased security along the U.S.-Mexico border, including a partial border fence and more Border Patrol agents.","En août 2007, le sénateur américain de l'époque, Joe Biden, a déclaré qu'« aucune grande nation » ne peut avoir des frontières non contrôlées et a proposé un renforcement de la sécurité le long de la frontière américano-mexicaine, y compris une clôture partielle et davantage d'agents de la patrouille frontalière.","Im August 2007 sagte der damalige US-Senator Joe Biden, dass ""keine große Nation"" unkontrollierte Grenzen haben könne, und schlug eine verstärkte Sicherheit entlang der US-mexikanischen Grenze vor, einschließlich eines teilweisen Grenzzauns und mehr Grenzschutzbeamten.","في أغسطس 2007، قال السيناتور الأمريكي آنذاك جو بايدن إنه ""لا يمكن لأي أمة عظيمة"" أن تكون لديها حدود غير مضبوطة، واقترح زيادة الأمن على طول الحدود الأمريكية-المكسيكية، بما في ذلك سياج حدودي جزئي وزيادة عدد عملاء حرس الحدود.",2007年8月，当时的美国参议员乔·拜登表示，“没有哪个伟大的国家”可以拥有不受控制的边界，并提议加强美墨边界的安全措施，包括部分边界围栏和增加边境巡逻人员。
"A video shared on Dec. 10, 2023, showed a crowd chanting ""F*ck Joe Biden"" during an Army-Navy football game.","Une vidéo partagée le 10 décembre 2023 montre une foule scandant ""F*ck Joe Biden"" lors d'un match de football entre l'Armée et la Marine.","""Ein am 10. Dezember 2023 geteiltes Video zeigte eine Menge, die während eines Army-Navy-Footballspiels „F*ck Joe Biden“ skandierte.""","فيديو تم مشاركته في 10 ديسمبر 2023 يظهر حشدًا يهتف ""تبًا لجو بايدن"" خلال مباراة كرة القدم بين الجيش والبحرية.",2023年12月10日分享的一段视频显示，在一场陆军与海军的橄榄球比赛中，人群高喊“去*的乔·拜登”。
"A video recorded in November 2023 authentically depicts a U.S. military chaplain praying alongside U.S. President Joe Biden to ""bring back the real president, Donald J. Trump.""","Une vidéo enregistrée en novembre 2023 montre authentiquement un aumônier militaire américain priant aux côtés du président américain Joe Biden pour ""ramener le véritable président, Donald J. Trump.""","""Ein im November 2023 aufgenommenes Video zeigt authentisch, wie ein US-Militärkaplan zusammen mit US-Präsident Joe Biden betet, um den 'wahren Präsidenten, Donald J. Trump,' zurückzubringen.""","""فيديو مسجل في نوفمبر 2023 يصور بشكل حقيقي قسيسًا عسكريًا أمريكيًا يصلي بجانب الرئيس الأمريكي جو بايدن من أجل ""إعادة الرئيس الحقيقي، دونالد ج. ترامب"".""",“2023年11月拍摄的一段视频真实地记录了一位美国军队牧师与美国总统乔·拜登一起祈祷，要求‘让真正的总统唐纳德·J·特朗普回来’。”
A physical book detailing the contents of Hunter Biden's abandoned laptop is being sold for $50.,"""Un livre physique détaillant le contenu de l'ordinateur portable abandonné de Hunter Biden est vendu pour 50 $.""","""Ein physisches Buch, das den Inhalt von Hunter Bidens zurückgelassenem Laptop beschreibt, wird für 50 Dollar verkauft.""",يتم بيع كتاب مطبوع يوضح محتويات الحاسوب المحمول المهجور لهانتر بايدن مقابل 50 دولارًا.,“详细介绍亨特·拜登遗弃笔记本电脑内容的实体书以50美元出售。”
A photograph authentically shows Joe Biden biting or nipping one of Jill Biden's fingers at a campaign event in 2019.,Une photographie montre authentiquement Joe Biden mordant ou pinçant un des doigts de Jill Biden lors d'un événement de campagne en 2019.,"""Ein Foto zeigt authentisch, wie Joe Biden bei einer Wahlkampfveranstaltung 2019 in einen Finger von Jill Biden beißt oder knabbert.""",صورة تظهر جو بايدن وهو يعض أو يقضم إصبع جيل بايدن في حدث انتخابي عام 2019 بشكل حقيقي.,"""一张照片真实地显示乔·拜登在2019年的一场竞选活动中咬或轻咬吉尔·拜登的一根手指。"""
"As Trump-era public health order Title 42 expired on May 11, 2023, the Biden administration implemented another restrictive policy pertaining to asylum-seekers. Similar to a Trump-era rule, this one disqualifies migrants from U.S. protection if they fail to seek refuge in a third country, like Mexico, before crossing the U.S. southern border.","« Alors que l'ordre de santé publique de l'ère Trump, le Titre 42, a expiré le 11 mai 2023, l'administration Biden a mis en place une autre politique restrictive concernant les demandeurs d'asile. Semblable à une règle de l'ère Trump, celle-ci disqualifie les migrants de la protection américaine s'ils ne cherchent pas refuge dans un pays tiers, comme le Mexique, avant de traverser la frontière sud des États-Unis. »","""Als die Trump-Ära-Gesundheitsanordnung Titel 42 am 11. Mai 2023 auslief, führte die Biden-Administration eine weitere restriktive Politik in Bezug auf Asylsuchende ein. Ähnlich einer Regelung aus der Trump-Ära disqualifiziert diese Regelung Migranten vom US-Schutz, wenn sie nicht zuerst in einem Drittland, wie Mexiko, Zuflucht suchen, bevor sie die südliche Grenze der USA überqueren.""","""مع انتهاء أمر الصحة العامة في عهد ترامب، العنوان 42، في 11 مايو 2023، نفذت إدارة بايدن سياسة تقييدية أخرى تتعلق بطالبي اللجوء. على غرار قاعدة في عهد ترامب، فإن هذه السياسة تستبعد المهاجرين من الحماية الأمريكية إذا فشلوا في طلب اللجوء في بلد ثالث، مثل المكسيك، قبل عبور الحدود الجنوبية للولايات المتحدة.""",随着特朗普时代的公共卫生令第42条于2023年5月11日到期，拜登政府实施了另一项针对寻求庇护者的限制性政策。与特朗普时代的一项规定类似，如果移民在越过美国南部边境之前未在墨西哥等第三国寻求庇护，他们将被取消获得美国保护的资格。
U.S. President Joe Biden is considering placing voting restrictions on Twitter Blue subscribers ahead of the 2024 presidential elections.,Le président américain Joe Biden envisage d'imposer des restrictions de vote aux abonnés de Twitter Blue avant les élections présidentielles de 2024.,"""US-Präsident Joe Biden erwägt, vor den Präsidentschaftswahlen 2024 Abstimmungsbeschränkungen für Twitter-Blue-Abonnenten einzuführen.""",الرئيس الأمريكي جو بايدن يفكر في فرض قيود على تصويت مشتركي تويتر بلو قبل الانتخابات الرئاسية لعام 2024.,"""美国总统乔·拜登正在考虑在2024年总统选举前对Twitter Blue订阅者施加投票限制。"""
"In April 2023, Twitter CEO Elon Musk designated U.S. President Joe Biden's personal Twitter account as a business account with a community flag.","""En avril 2023, le PDG de Twitter, Elon Musk, a désigné le compte Twitter personnel du président américain Joe Biden comme un compte professionnel avec un drapeau communautaire.""",Im April 2023 hat Twitter-CEO Elon Musk das persönliche Twitter-Konto von US-Präsident Joe Biden als Geschäftskonto mit einer Community-Markierung gekennzeichnet.,في أبريل 2023، قام الرئيس التنفيذي لتويتر إيلون ماسك بتصنيف الحساب الشخصي لرئيس الولايات المتحدة جو بايدن كحساب تجاري مع علامة مجتمعية.,2023年4月，推特首席执行官埃隆·马斯克将美国总统乔·拜登的个人推特账户标记为带有社区标志的商业账户。
The daughter of the judge assigned to the hush-money criminal case of Republican former U.S. President Donald Trump worked for Democratic campaigns involving Vice President Kamala Harris and President Joe Biden.,"""La fille du juge assigné à l'affaire pénale de l'argent secret de l'ancien président républicain des États-Unis, Donald Trump, a travaillé pour des campagnes démocrates impliquant la vice-présidente Kamala Harris et le président Joe Biden.""","""Die Tochter des Richters, der dem Schweigegeld-Strafverfahren gegen den ehemaligen republikanischen US-Präsidenten Donald Trump zugewiesen wurde, arbeitete für demokratische Kampagnen, an denen Vizepräsidentin Kamala Harris und Präsident Joe Biden beteiligt waren.""",ابنة القاضي المكلف بقضية الأموال السرية الجنائية للرئيس الأمريكي السابق الجمهوري دونالد ترامب عملت في حملات ديمقراطية تتعلق بنائبة الرئيس كامالا هاريس والرئيس جو بايدن.,被指派处理共和党前美国总统唐纳德·特朗普“封口费”刑事案件的法官的女儿曾为涉及副总统卡玛拉·哈里斯和总统乔·拜登的民主党竞选活动工作。
